"","DB.classKey","mouse","human","ensembl"
"16504",48898708,"Ighv8-6","IGHV2OR16-5","ENSG00000259303.5"
"16505",48898709,"Ighv3-8","IGHV4-31","NA.217"
"16506",48898709,"Ighv3-8","IGHV4-34","ENSG00000211956.6"
"16507",48898709,"Ighv3-8","IGHV4-59","ENSG00000224373.6"
"16508",48898709,"Ighv3-8","IGHV4-61","ENSG00000211970.6"
"16509",48898709,"Ighv3-8","IGHV4OR15-8","NA.218"
"16510",48898709,"Ighv3-8","IGHV4-4","ENSG00000276775.6"
"16511",48898709,"Ighv3-8","IGHV6-1","ENSG00000211933.5"
"16512",48898709,"Ighv3-8","IGHV4-39","ENSG00000211959.6"
"16513",48898710,"Ighv8-2","IGHV2-5","ENSG00000211937.6"
"16514",48898710,"Ighv8-2","IGHV2-70","ENSG00000274576.6"
"16515",48898710,"Ighv8-2","IGHV2OR16-5","ENSG00000259303.6"
"16516",48898710,"Ighv8-2","IGHV2-26","ENSG00000211951.6"
"16517",48898710,"Ighv8-2","IGHV2-70D","ENSG00000211974.6"
"16518",48898711,"Ighv8-9","IGHV2-5","ENSG00000211937.7"
"16519",48898711,"Ighv8-9","IGHV2-70D","ENSG00000211974.7"
"16520",48898711,"Ighv8-9","IGHV2-26","ENSG00000211951.7"
"16521",48898711,"Ighv8-9","IGHV2-70","ENSG00000274576.7"
"16522",48898711,"Ighv8-9","IGHV2OR16-5","ENSG00000259303.7"
"16523",48898712,"2510002D24Rik","C22orf39","ENSG00000242259"
"16524",48898713,"Ighv5-16","IGHV3-16","ENSG00000211944"
"16525",48898713,"Ighv5-16","IGHV3OR16-9","ENSG00000270472"
"16526",48898713,"Ighv5-16","IGHV3OR16-12","NA.219"
"16527",48898713,"Ighv5-16","IGHV3OR16-17","ENSG00000259680"
"16528",48898714,"Ighv5-12","IGHV3-13","ENSG00000211942"
"16529",48898714,"Ighv5-12","IGHV3-23","ENSG00000211949"
"16530",48898714,"Ighv5-12","IGHV3-30-3","NA.220"
"16531",48898714,"Ighv5-12","IGHV3-20","ENSG00000211946"
"16532",48898714,"Ighv5-12","IGHV3-33","ENSG00000211955"
"16533",48898714,"Ighv5-12","IGHV3-30","ENSG00000270550"
"16534",48898714,"Ighv5-12","IGHV3-38","ENSG00000211958"
"16535",48898714,"Ighv5-12","IGHV3-38-3","NA.221"
"16536",48898714,"Ighv5-12","IGHV3-43","ENSG00000232216"
"16537",48898714,"Ighv5-12","IGHV3-35","ENSG00000211957"
"16538",48898714,"Ighv5-12","IGHV3-64","ENSG00000223648"
"16539",48898714,"Ighv5-12","IGHV3-64D","ENSG00000282639"
"16540",48898714,"Ighv5-12","IGHV3-66","ENSG00000211972"
"16541",48898714,"Ighv5-12","IGHV3-74","ENSG00000224650"
"16542",48898714,"Ighv5-12","IGHV3-9","NA.222"
"16543",48898714,"Ighv5-12","IGHV3OR16-10","NA.223"
"16544",48898714,"Ighv5-12","IGHV3OR16-8","ENSG00000271130"
"16545",48898714,"Ighv5-12","IGHV3-53","ENSG00000211967"
"16546",48898714,"Ighv5-12","IGHV3-30-5","NA.224"
"16547",48898715,"Ighv5-9-1","IGHV3-23","ENSG00000211949.1"
"16548",48898715,"Ighv5-9-1","IGHV3-38-3","NA.225"
"16549",48898715,"Ighv5-9-1","IGHV3-53","ENSG00000211967.1"
"16550",48898715,"Ighv5-9-1","IGHV3-35","ENSG00000211957.1"
"16551",48898715,"Ighv5-9-1","IGHV3-64D","ENSG00000282639.1"
"16552",48898715,"Ighv5-9-1","IGHV3-66","ENSG00000211972.1"
"16553",48898715,"Ighv5-9-1","IGHV3-38","ENSG00000211958.1"
"16554",48898715,"Ighv5-9-1","IGHV3-64","ENSG00000223648.1"
"16555",48898716,"Ighv5-4","IGHV3-13","ENSG00000211942.1"
"16556",48898716,"Ighv5-4","IGHV3-20","ENSG00000211946.1"
"16557",48898716,"Ighv5-4","IGHV3-23","ENSG00000211949.2"
"16558",48898716,"Ighv5-4","IGHV3-30-3","NA.226"
"16559",48898716,"Ighv5-4","IGHV3-30-5","NA.227"
"16560",48898716,"Ighv5-4","IGHV3-33","ENSG00000211955.1"
"16561",48898716,"Ighv5-4","IGHV3-38","ENSG00000211958.2"
"16562",48898716,"Ighv5-4","IGHV3-38-3","NA.228"
"16563",48898716,"Ighv5-4","IGHV3-43","ENSG00000232216.1"
"16564",48898716,"Ighv5-4","IGHV3-30","ENSG00000270550.1"
"16565",48898716,"Ighv5-4","IGHV3-64","ENSG00000223648.2"
"16566",48898716,"Ighv5-4","IGHV3-64D","ENSG00000282639.2"
"16567",48898716,"Ighv5-4","IGHV3-66","ENSG00000211972.2"
"16568",48898716,"Ighv5-4","IGHV3-74","ENSG00000224650.1"
"16569",48898716,"Ighv5-4","IGHV3-9","NA.229"
"16570",48898716,"Ighv5-4","IGHV3OR16-10","NA.230"
"16571",48898716,"Ighv5-4","IGHV3OR16-8","ENSG00000271130.1"
"16572",48898716,"Ighv5-4","IGHV3-35","ENSG00000211957.2"
"16573",48898716,"Ighv5-4","IGHV3-53","ENSG00000211967.2"
"16574",48898717,"Ighv5-9","IGHV3-13","ENSG00000211942.2"
"16575",48898717,"Ighv5-9","IGHV3-23","ENSG00000211949.3"
"16576",48898717,"Ighv5-9","IGHV3-30","ENSG00000270550.2"
"16577",48898717,"Ighv5-9","IGHV3-30-3","NA.231"
"16578",48898717,"Ighv5-9","IGHV3-33","ENSG00000211955.2"
"16579",48898717,"Ighv5-9","IGHV3-35","ENSG00000211957.3"
"16580",48898717,"Ighv5-9","IGHV3-38","ENSG00000211958.3"
"16581",48898717,"Ighv5-9","IGHV3-38-3","NA.232"
"16582",48898717,"Ighv5-9","IGHV3-43","ENSG00000232216.2"
"16583",48898717,"Ighv5-9","IGHV3-53","ENSG00000211967.3"
"16584",48898717,"Ighv5-9","IGHV3-64","ENSG00000223648.3"
"16585",48898717,"Ighv5-9","IGHV3-64D","ENSG00000282639.3"
"16586",48898717,"Ighv5-9","IGHV3-66","ENSG00000211972.3"
"16587",48898717,"Ighv5-9","IGHV3-74","ENSG00000224650.2"
"16588",48898717,"Ighv5-9","IGHV3-9","NA.233"
"16589",48898717,"Ighv5-9","IGHV3OR16-10","NA.234"
"16590",48898717,"Ighv5-9","IGHV3-30-5","NA.235"
"16591",48898717,"Ighv5-9","IGHV3OR16-8","ENSG00000271130.2"
"16592",48898717,"Ighv5-9","IGHV3-20","ENSG00000211946.2"
"16593",48898718,"Ighv5-17","IGHV3-21","ENSG00000211947"
"16594",48898718,"Ighv5-17","IGHV3-30","ENSG00000270550.3"
"16595",48898718,"Ighv5-17","IGHV3-30-3","NA.236"
"16596",48898718,"Ighv5-17","IGHV3-13","ENSG00000211942.3"
"16597",48898718,"Ighv5-17","IGHV3-33","ENSG00000211955.3"
"16598",48898718,"Ighv5-17","IGHV3-35","ENSG00000211957.4"
"16599",48898718,"Ighv5-17","IGHV3-48","ENSG00000211964"
"16600",48898718,"Ighv5-17","IGHV3-30-5","NA.237"
"16601",48898718,"Ighv5-17","IGHV3OR16-13","NA.238"
"16602",48898718,"Ighv5-17","IGHV3-11","ENSG00000211941"
"16603",48898718,"Ighv5-17","IGHV3-7","ENSG00000211938.1"
"16604",48898719,"Ighv5-12-4","IGHV3-13","ENSG00000211942.4"
"16605",48898719,"Ighv5-12-4","IGHV3-20","ENSG00000211946.3"
"16606",48898719,"Ighv5-12-4","IGHV3-30-3","NA.239"
"16607",48898719,"Ighv5-12-4","IGHV3-30-5","NA.240"
"16608",48898719,"Ighv5-12-4","IGHV3-23","ENSG00000211949.4"
"16609",48898719,"Ighv5-12-4","IGHV3-30","ENSG00000270550.4"
"16610",48898719,"Ighv5-12-4","IGHV3-38","ENSG00000211958.4"
"16611",48898719,"Ighv5-12-4","IGHV3-38-3","NA.241"
"16612",48898719,"Ighv5-12-4","IGHV3-43","ENSG00000232216.3"
"16613",48898719,"Ighv5-12-4","IGHV3-35","ENSG00000211957.5"
"16614",48898719,"Ighv5-12-4","IGHV3-64","ENSG00000223648.4"
"16615",48898719,"Ighv5-12-4","IGHV3-64D","ENSG00000282639.4"
"16616",48898719,"Ighv5-12-4","IGHV3-66","ENSG00000211972.4"
"16617",48898719,"Ighv5-12-4","IGHV3-74","ENSG00000224650.3"
"16618",48898719,"Ighv5-12-4","IGHV3-9","NA.242"
"16619",48898719,"Ighv5-12-4","IGHV3OR16-10","NA.243"
"16620",48898719,"Ighv5-12-4","IGHV3OR16-8","ENSG00000271130.3"
"16621",48898719,"Ighv5-12-4","IGHV3-33","ENSG00000211955.4"
"16622",48898719,"Ighv5-12-4","IGHV3-53","ENSG00000211967.4"
"16623",48898720,"Ighv5-6","IGHV3-20","ENSG00000211946.4"
"16624",48898720,"Ighv5-6","IGHV3-30","ENSG00000270550.5"
"16625",48898720,"Ighv5-6","IGHV3-30-3","NA.244"
"16626",48898720,"Ighv5-6","IGHV3-30-5","NA.245"
"16627",48898720,"Ighv5-6","IGHV3-23","ENSG00000211949.5"
"16628",48898720,"Ighv5-6","IGHV3-35","ENSG00000211957.6"
"16629",48898720,"Ighv5-6","IGHV3-38","ENSG00000211958.5"
"16630",48898720,"Ighv5-6","IGHV3-38-3","NA.246"
"16631",48898720,"Ighv5-6","IGHV3-43","ENSG00000232216.4"
"16632",48898720,"Ighv5-6","IGHV3-53","ENSG00000211967.5"
"16633",48898720,"Ighv5-6","IGHV3-64","ENSG00000223648.5"
"16634",48898720,"Ighv5-6","IGHV3-13","ENSG00000211942.5"
"16635",48898720,"Ighv5-6","IGHV3-66","ENSG00000211972.5"
"16636",48898720,"Ighv5-6","IGHV3-74","ENSG00000224650.4"
"16637",48898720,"Ighv5-6","IGHV3-9","NA.247"
"16638",48898720,"Ighv5-6","IGHV3OR16-10","NA.248"
"16639",48898720,"Ighv5-6","IGHV3OR16-8","ENSG00000271130.4"
"16640",48898720,"Ighv5-6","IGHV3-33","ENSG00000211955.5"
"16641",48898720,"Ighv5-6","IGHV3-64D","ENSG00000282639.5"
"16642",48898721,"Ceacam20","CEACAM20","ENSG00000273777"
"16643",48898722,"4930453N24Rik","C3orf38","ENSG00000179021"
"16644",48898723,"Proca1","PROCA1","ENSG00000167525"
"16645",48898724,"Cd274","CD274","ENSG00000120217"
"16646",48898725,"Pdcd1lg2","PDCD1LG2","ENSG00000197646"
"16647",48898726,"Sypl1","SYPL1","ENSG00000008282"
"16648",48898727,"Stxbp4","STXBP4","ENSG00000166263"
"16649",48898728,"Iqub","IQUB","ENSG00000164675"
"16650",48898729,"Siglecf","SIGLEC8","ENSG00000105366"
"16651",48898729,"Siglecf","SIGLEC5","ENSG00000268500"
"16652",48898729,"Siglecf","SIGLEC14","ENSG00000254415"
"16653",48898730,"Siglecl2","SIGLEC1","ENSG00000088827"
"16654",48898730,"Siglecl2","SIGLECL1","ENSG00000179213"
"16655",48898731,"Cd33","SIGLEC6","ENSG00000105492"
"16656",48898731,"Cd33","CD33","ENSG00000105383"
"16657",48898733,"Siglecg","SIGLEC11","ENSG00000161640"
"16658",48898733,"Siglecg","SIGLEC10","ENSG00000142512"
"16659",48898733,"Siglecg","SIGLEC16","ENSG00000161643"
"16660",48898734,"Arhgap9","ARHGAP9","ENSG00000123329"
"16661",48898735,"Npc1l1","NPC1L1","ENSG00000015520"
"16662",48898736,"Susd4","SUSD4","ENSG00000143502"
"16663",48898737,"Gfra3","GFRA3","ENSG00000146013"
"16664",48898738,"Shprh","SHPRH","ENSG00000146414"
"16665",48898739,"Aard","AARD","ENSG00000205002"
"16666",48898740,"Ift52","IFT52","ENSG00000101052"
"16667",48898741,"Serac1","SERAC1","ENSG00000122335"
"16668",48898742,"Zic5","ZIC5","ENSG00000139800"
"16669",48898743,"Cntd1","CNTD1","ENSG00000176563"
"16670",48898744,"Fam98a","FAM98A","ENSG00000119812"
"16671",48898745,"Fam89a","FAM89A","ENSG00000182118"
"16672",48898746,"Mafk","MAFK","ENSG00000198517"
"16673",48898747,"Rec114","REC114","ENSG00000183324"
"16674",48898748,"Tex9","TEX9","ENSG00000151575"
"16675",48898749,"B4galt3","B4GALT3","ENSG00000158850"
"16676",48898750,"Tmem97","TMEM97","ENSG00000109084"
"16677",48898751,"Pipox","PIPOX","ENSG00000179761"
"16678",48898752,"Svep1","SVEP1","ENSG00000165124"
"16679",48898753,"Cc2d1a","CC2D1A","ENSG00000132024"
"16680",48898754,"Klb","KLB","ENSG00000134962"
"16681",48898755,"Zfp46","ZNF436","ENSG00000125945"
"16682",48898756,"Ubl5","UBL5","ENSG00000198258"
"16683",48898759,"Slc5a9","SLC5A9","ENSG00000117834"
"16684",48898760,"Togaram1","TOGARAM1","ENSG00000198718"
"16685",48898761,"Bbs9","BBS9","ENSG00000122507"
"16686",48898762,"Mapt","MAPT","ENSG00000186868"
"16687",48898763,"Mrs2","MRS2","ENSG00000124532"
"16688",48898764,"Intu","INTU","ENSG00000164066"
"16689",48898765,"Cd163","CD163","ENSG00000177575"
"16690",48898766,"Trim14","TRIM14","ENSG00000106785"
"16691",48898767,"Rab3il1","RAB3IL1","ENSG00000167994"
"16692",48898768,"Pwwp2b","PWWP2B","ENSG00000171813"
"16693",48898769,"Proser1","PROSER1","ENSG00000120685"
"16694",48898770,"Cep152","CEP152","ENSG00000103995"
"16695",48898771,"Cyp27b1","CYP27B1","ENSG00000111012"
"16696",48898772,"Prkrip1","PRKRIP1","ENSG00000128563"
"16697",48898773,"Top6bl","TOP6BL","ENSG00000173715"
"16698",48898774,"Hmgxb3","HMGXB3","ENSG00000113716"
"16699",48898775,"Myoz3","MYOZ3","ENSG00000164591"
"16700",48898776,"Lgr4","LGR4","ENSG00000205213"
"16701",48898777,"Fbxl17","FBXL17","ENSG00000145743"
"16702",48898778,"Rps6kl1","RPS6KL1","ENSG00000198208"
"16703",48898779,"Vash1","VASH1","ENSG00000071246"
"16704",48898780,"Angel1","ANGEL1","ENSG00000013523"
"16705",48898781,"Appl2","APPL2","ENSG00000136044"
"16706",48898782,"Tubgcp6","TUBGCP6","ENSG00000128159"
"16707",48898783,"Grpr","GRPR","ENSG00000126010"
"16708",48898784,"Dnah1","DNAH1","ENSG00000114841"
"16709",48898785,"Arhgap5","ARHGAP5","ENSG00000100852"
"16710",48898786,"Wnt3","WNT3","ENSG00000108379"
"16711",48898787,"Bod1l","BOD1L1","ENSG00000038219"
"16712",48898788,"Ano3","ANO3","ENSG00000134343"
"16713",48898789,"Mblac1","MBLAC1","ENSG00000214309"
"16714",48898790,"Fam193b","FAM193B","ENSG00000146067"
"16715",48898791,"Mbnl3","MBNL3","ENSG00000076770"
"16716",48898792,"Clec3a","CLEC3A","ENSG00000166509"
"16717",48898793,"Mpped1","MPPED1","ENSG00000186732"
"16718",48898794,"Exosc1","EXOSC1","ENSG00000171311"
"16719",48898795,"1700028K03Rik","C1orf146","ENSG00000203910"
"16720",48898796,"Dgkz","DGKZ","ENSG00000149091"
"16721",48898797,"Mycbpap","MYCBPAP","ENSG00000136449"
"16722",48898798,"Capn7","CAPN7","ENSG00000131375"
"16723",48898799,"Stard9","STARD9","ENSG00000159433"
"16724",48898800,"Lrrc9","LRRC9","ENSG00000131951"
"16725",48898801,"Kcng3","KCNG3","ENSG00000171126"
"16726",48898802,"Cd302","CD302","ENSG00000241399"
"16727",48898803,"Arsb","ARSB","ENSG00000113273"
"16728",48898804,"Mustn1","MUSTN1","ENSG00000272573"
"16729",48898805,"Mars2","MARS2","ENSG00000247626"
"16730",48898806,"Fbrs","FBRS","ENSG00000156860"
"16731",48898807,"Trpm6","TRPM6","ENSG00000119121"
"16732",48898808,"Bsx","BSX","ENSG00000188909"
"16733",48898809,"Spata17","SPATA17","ENSG00000162814"
"16734",48898810,"Xk","XK","ENSG00000047597"
"16735",48898811,"Ren1","REN","ENSG00000143839"
"16736",48898812,"Ren2","REN","ENSG00000143839.1"
"16737",48898813,"Arsj","ARSJ","ENSG00000180801"
"16738",48898814,"Mcmdc2","MCMDC2","ENSG00000178460"
"16739",48898815,"Aadacl4fm4","AADACL4","ENSG00000204518"
"16740",48898816,"Aadacl3","AADACL3","ENSG00000188984"
"16741",48898817,"Aadacl4fm1","AADACL4","ENSG00000204518.1"
"16742",48898818,"Aadacl4","AADACL4","ENSG00000204518.2"
"16743",48898819,"Aadacl4fm5","AADACL4","ENSG00000204518.3"
"16744",48898820,"Aadacl4fm2","AADACL4","ENSG00000204518.4"
"16745",48898821,"AAdacl4fm3","AADACL4","ENSG00000204518.5"
"16746",48898822,"Syk","SYK","ENSG00000165025"
"16747",48898823,"Blnk","BLNK","ENSG00000095585"
"16748",48898824,"Runx2","RUNX2","ENSG00000124813"
"16749",48898825,"Gdap1l1","GDAP1L1","ENSG00000124194"
"16750",48898826,"Patz1","PATZ1","ENSG00000100105"
"16751",48898827,"Bcl6b","BCL6B","ENSG00000161940"
"16752",48898828,"Aadat","AADAT","ENSG00000109576"
"16753",48898829,"Bcl3","BCL3","ENSG00000069399"
"16754",48898830,"Mfap3l","MFAP3L","ENSG00000198948"
"16755",48898831,"Cacng5","CACNG5","ENSG00000075429"
"16756",48898832,"Chdh","CHDH","ENSG00000016391"
"16757",48898833,"Il17re","IL17RE","ENSG00000163701"
"16758",48898834,"Ctso","CTSO","ENSG00000256043"
"16759",48898835,"Ppp1r1b","PPP1R1B","ENSG00000131771"
"16760",48898836,"Kif17","KIF17","ENSG00000117245"
"16761",48898837,"Poldip3","POLDIP3","ENSG00000100227"
"16762",48898838,"Lpar3","LPAR3","ENSG00000171517"
"16763",48898839,"Klhl3","KLHL3","ENSG00000146021"
"16764",48898840,"Gimap3","GIMAP5","ENSG00000196329"
"16765",48898840,"Gimap3","GIMAP1-GIMAP5","ENSG00000281887"
"16766",48898841,"Akap6","AKAP6","ENSG00000151320"
"16767",48898842,"Syce1","SYCE1","ENSG00000171772"
"16768",48898843,"Syce1l","SYCE1L","ENSG00000205078"
"16769",48898844,"Eml3","EML3","ENSG00000149499"
"16770",48898845,"Fmc1","FMC1","ENSG00000164898"
"16771",48898845,"Fmc1","FMC1-LUC7L2","ENSG00000269955"
"16772",48898846,"9530068E07Rik","C5orf15","ENSG00000113583"
"16773",48898847,"Smim26","SMIM26","ENSG00000232388"
"16774",48898848,"1700088E04Rik","C22orf23","ENSG00000128346"
"16775",48898849,"AU021092","C16orf89","ENSG00000153446"
"16776",48898850,"Loxl4","LOXL4","ENSG00000138131"
"16777",48898851,"Smim22","SMIM22","ENSG00000267795"
"16778",48898852,"Ffar1","FFAR1","ENSG00000126266"
"16779",48898853,"Cideb","CIDEB","ENSG00000136305"
"16780",48898854,"Cd300e","CD300E","ENSG00000186407"
"16781",48898855,"Cd300lf","CD300LF","ENSG00000186074"
"16782",48898856,"Cd300ld","CD300LD","ENSG00000204345"
"16783",48898857,"Cd300ld3","CD300LD","ENSG00000204345.1"
"16784",48898858,"Cd300ld2","CD300LD","ENSG00000204345.2"
"16785",48898859,"Cd300ld5","CD300LD","ENSG00000204345.3"
"16786",48898860,"Cd300ld4","CD300LD","ENSG00000204345.4"
"16787",48898861,"Pcdh8","PCDH8","ENSG00000136099"
"16788",48898862,"Dok2","DOK2","ENSG00000147443"
"16789",48898863,"Fjx1","FJX1","ENSG00000179431"
"16790",48898864,"Ptpn5","PTPN5","ENSG00000110786"
"16791",48898865,"Lrrc8e","LRRC8E","ENSG00000171017"
"16792",48898866,"Depdc1b","DEPDC1B","ENSG00000035499"
"16793",48898867,"Mif","MIF","ENSG00000240972"
"16794",48898868,"Prdm15","PRDM15","ENSG00000141956"
"16795",48898869,"Prdm6","PRDM6","ENSG00000061455"
"16796",48898870,"Prdm13","PRDM13","ENSG00000112238"
"16797",48898871,"Kcns1","KCNS1","ENSG00000124134"
"16798",48898872,"P4hb","P4HB","ENSG00000185624"
"16799",48898873,"Alx3","ALX3","ENSG00000156150"
"16800",48898874,"Irag1","IRAG1","ENSG00000072952"
"16801",48898875,"Adm","ADM","ENSG00000148926"
"16802",48898876,"Nt5dc3","NT5DC3","ENSG00000111696"
"16803",48898877,"Setd5","SETD5","ENSG00000168137"
"16804",48898878,"Sbno1","SBNO1","ENSG00000139697"
"16805",48898879,"Mcm3ap","MCM3AP","ENSG00000160294"
"16806",48898880,"Ddhd2","DDHD2","ENSG00000085788"
"16807",48898881,"Nsd1","NSD1","ENSG00000165671"
"16808",48898882,"Mettl4","METTL4","ENSG00000101574"
"16809",48898883,"Cttn","CTTN","ENSG00000085733"
"16810",48898884,"Galnt3","GALNT3","ENSG00000115339"
"16811",48898885,"Csrnp3","CSRNP3","ENSG00000178662"
"16812",48898886,"Grb14","GRB14","ENSG00000115290"
"16813",48898887,"Chd5","CHD5","ENSG00000116254"
"16814",48898888,"Gpbar1","GPBAR1","ENSG00000179921"
"16815",48898889,"Mms19","MMS19","ENSG00000155229"
"16816",48898890,"Zfp142","ZNF142","ENSG00000115568"
"16817",48898891,"Uncx","UNCX","ENSG00000164853"
"16818",48898892,"Dgki","DGKI","ENSG00000157680"
"16819",48898893,"Dhx40","DHX40","ENSG00000108406"
"16820",48898894,"Snapc2","SNAPC2","ENSG00000104976"
"16821",48898895,"Rasip1","RASIP1","ENSG00000105538"
"16822",48898896,"Cckar","CCKAR","ENSG00000163394"
"16823",48898897,"Wdr25","WDR25","ENSG00000176473"
"16824",48898898,"Drc7","DRC7","ENSG00000159625"
"16825",48898899,"Rpusd2","RPUSD2","ENSG00000166133"
"16826",48898900,"Wdr20rt","WDR20","ENSG00000140153.1"
"16827",48898901,"Plekho2","PLEKHO2","ENSG00000241839"
"16828",48898902,"Klhl5","KLHL5","ENSG00000109790"
"16829",48898903,"Clmp","CLMP","ENSG00000166250"
"16830",48898904,"Gemin7","GEMIN7","ENSG00000142252"
"16831",48898905,"Selplg","SELPLG","ENSG00000110876"
"16832",48898906,"Sstr4","SSTR4","ENSG00000132671"
"16833",48898907,"Tex26","TEX26","ENSG00000175664"
"16834",48898908,"Bahd1","BAHD1","ENSG00000140320"
"16835",48898909,"Dpep3","DPEP3","ENSG00000141096"
"16836",48898910,"Dpep2","DPEP2","ENSG00000167261"
"16837",48898911,"Trp53inp2","TP53INP2","ENSG00000078804"
"16838",48898912,"Fbxo15","FBXO15","ENSG00000141665"
"16839",48898913,"Ccdc17","CCDC17","ENSG00000159588"
"16840",48898914,"Myom1","MYOM1","ENSG00000101605"
"16841",48898915,"Ostn","OSTN","ENSG00000188729"
"16842",48898916,"Il6","IL6","ENSG00000136244"
"16843",48898917,"Hc","C5","ENSG00000106804"
"16844",48898918,"Sp2","SP2","ENSG00000167182"
"16845",48898919,"Il21","IL21","ENSG00000138684"
"16846",48898920,"Nthl1","NTHL1","ENSG00000065057"
"16847",48898921,"Marco","MARCO","ENSG00000019169"
"16848",48898922,"Tert","TERT","ENSG00000164362"
"16849",48898923,"Atp13a3","ATP13A3","ENSG00000133657"
"16850",48898924,"Rfwd3","RFWD3","ENSG00000168411"
"16851",48898925,"Rhbdl1","RHBDL1","ENSG00000103269"
"16852",48898926,"Otos","OTOS","ENSG00000178602"
"16853",48898927,"Ankrd40cl","ANKRD40CL","ENSG00000167117"
"16854",48898928,"Ankrd40","ANKRD40","ENSG00000154945"
"16855",48898929,"Mgmt","MGMT","ENSG00000170430"
"16856",48898930,"Blm","BLM","ENSG00000197299"
"16857",48898931,"Sh2d1b1","SH2D1B","ENSG00000198574"
"16858",48898932,"Sh2d1b2","SH2D1B","ENSG00000198574.1"
"16859",48898934,"Bicd2","BICD2","ENSG00000185963"
"16860",48898935,"Upf2","UPF2","ENSG00000151461"
"16861",48898936,"Atox1","ATOX1","ENSG00000177556"
"16862",48898937,"Ccdc69","CCDC69","ENSG00000198624"
"16863",48898938,"Mtbp","MTBP","ENSG00000172167"
"16864",48898939,"Klhdc8a","KLHDC8A","ENSG00000162873"
"16865",48898940,"Shroom3","SHROOM3","ENSG00000138771"
"16866",48898941,"Stbd1","STBD1","ENSG00000118804"
"16867",48898942,"Cep164","CEP164","ENSG00000110274"
"16868",48898943,"Phf21b","PHF21B","ENSG00000056487"
"16869",48898944,"Limd2","LIMD2","ENSG00000136490"
"16870",48898945,"Tnfrsf11a","TNFRSF11A","ENSG00000141655"
"16871",48898946,"Pop1","POP1","ENSG00000104356"
"16872",48898947,"Tnip2","TNIP2","ENSG00000168884"
"16873",48898948,"Cd53","CD53","ENSG00000143119"
"16874",48898949,"Slc16a13","SLC16A13","ENSG00000174327"
"16875",48898950,"Slc16a11","SLC16A11","ENSG00000174326"
"16876",48898951,"Jmjd8","JMJD8","ENSG00000161999"
"16877",48898952,"Gcnt2","GCNT2","ENSG00000111846"
"16878",48898953,"Gcnt7","GCNT7","ENSG00000124091"
"16879",48898954,"Snta1","SNTA1","ENSG00000101400"
"16880",48898955,"4921524J17Rik","C16orf87","ENSG00000155330"
"16881",48898956,"Sec24a","SEC24A","ENSG00000113615"
"16882",48898957,"Tmem132e","TMEM132E","ENSG00000181291"
"16883",48898958,"Mcm8","MCM8","ENSG00000125885"
"16884",48898959,"Myom3","MYOM3","ENSG00000142661"
"16885",48898960,"Gal3st3","GAL3ST3","ENSG00000175229"
"16886",48898961,"Nnmt","NNMT","ENSG00000166741"
"16887",48898962,"Inmt","INMT","ENSG00000241644"
"16888",48898963,"Psmg4","PSMG4","ENSG00000180822"
"16889",48898964,"Nfic","NFIC","ENSG00000141905"
"16890",48898965,"Fam161b","FAM161B","ENSG00000156050"
"16891",48898966,"Cutal","CUTALP","ENSG00000293514"
"16892",48898967,"Msantd4","MSANTD4","ENSG00000170903"
"16893",48898968,"Gucy1a2","GUCY1A2","ENSG00000152402"
"16894",48898969,"Ushbp1","USHBP1","ENSG00000130307"
"16895",48898970,"Acsf3","ACSF3","ENSG00000176715"
"16896",48898971,"Xrcc2","XRCC2","ENSG00000196584"
"16897",48898972,"Dydc1","DYDC1","ENSG00000170788"
"16898",48898973,"Dydc2","DYDC2","ENSG00000133665"
"16899",48898974,"Tbata","TBATA","ENSG00000166220"
"16900",48898975,"Adamts17","ADAMTS17","ENSG00000140470"
"16901",48898976,"Adamtsl3","ADAMTSL3","ENSG00000156218"
"16902",48898977,"Serinc4","SERINC4","ENSG00000184716"
"16903",48898978,"Rassf3","RASSF3","ENSG00000153179"
"16904",48898979,"Lmf1","LMF1","ENSG00000103227"
"16905",48898980,"Dmgdh","DMGDH","ENSG00000132837"
"16906",48898981,"Chd3","CHD3","ENSG00000170004"
"16907",48898982,"Snx25","SNX25","ENSG00000109762"
"16908",48898983,"Snx29","SNX29","ENSG00000048471"
"16909",48898983,"Snx29","SNX29P1","NA.249"
"16910",48898983,"Snx29","SNX29P2","NA.250"
"16911",48898984,"Ankrd34c","ANKRD34C","ENSG00000235711"
"16912",48898985,"Dnajc14","DNAJC14","ENSG00000135392"
"16913",48898986,"Eml6","EML6","ENSG00000214595"
"16914",48898987,"Phf13","PHF13","ENSG00000116273"
"16915",48898988,"Clcc1","CLCC1","ENSG00000121940"
"16916",48898989,"Pigv","PIGV","ENSG00000060642"
"16917",48898990,"Uba7","UBA7","ENSG00000182179"
"16918",48898991,"Sh3bp1","SH3BP1","ENSG00000100092"
"16919",48898992,"Macc1","MACC1","ENSG00000183742"
"16920",48898993,"Slc16a8","SLC16A8","ENSG00000100156"
"16921",48898994,"Map7d3","MAP7D3","ENSG00000129680"
"16922",48898995,"Ecm1","ECM1","ENSG00000143369"
"16923",48898996,"Chadl","CHADL","ENSG00000100399"
"16924",48898997,"Gmnc","GMNC","ENSG00000205835"
"16925",48898998,"Igflr1","IGFLR1","ENSG00000126246"
